"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0600000US2500937560","Lynnfield town, Essex County, Massachusetts","4590","169","2.2","1.4","0.8","1.1","5.5","2.9","5.2","2.3","6.5","2.6","12.6","3.1","8.5","3.1","14.0","3.7","13.2","3.8","31.5","4.3","128641","17787","175613","15684","36.8","(X)","(X)","(X)","(X)","(X)","3563","151","0.8","0.9","1.1","1.4","0.3","0.5","3.4","2.2","4.9","2.3","10.2","3.0","9.2","3.6","16.9","4.5","15.2","4.4","38.1","5.2","159960","18983","198761","16690","(X)","(X)","35.7","(X)","(X)","(X)","3108","187","0.0","1.1","0.3","0.5","0.0","1.1","2.7","2.1","5.3","2.7","8.3","2.8","9.0","3.8","16.9","4.5","15.4","4.8","42.1","5.8","173668","12611","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1027","205","8.2","5.8","0.0","3.3","23.8","12.1","11.4","6.8","12.1","8.9","22.8","10.7","6.1","4.7","1.9","2.1","5.4","4.6","8.5","5.7","46463","14212","92185","33565","(X)","(X)","(X)","(X)","39.3","(X)"
"0600000US2500937995","Manchester-by-the-Sea town, Essex County, Massachusetts","2075","150","1.8","1.9","0.8","1.4","5.1","4.5","4.5","4.2","5.5","3.2","9.6","5.2","8.7","4.3","14.4","5.0","16.1","6.2","33.6","6.6","148854","30566","193406","21054","39.8","(X)","(X)","(X)","(X)","(X)","1558","138","1.9","2.2","0.0","2.2","0.0","2.2","4.9","5.3","2.5","2.4","5.2","3.4","10.7","5.3","16.0","6.4","18.1","7.9","40.6","8.5","169688","28696","222376","28264","(X)","(X)","41.4","(X)","(X)","(X)","1391","140","1.2","2.0","0.0","2.5","0.0","2.5","5.5","5.9","1.6","1.9","2.7","2.5","10.9","5.7","16.8","6.8","17.6","8.2","43.6","9.1","182050","26767","N","N","(X)","(X)","(X)","(X)","(X)","(X)","517","148","3.9","5.2","3.3","5.4","20.3","16.6","3.1","4.8","14.5","10.0","26.1","18.1","0.0","6.5","12.4","9.8","10.8","9.8","5.6","6.4","53681","12377","83092","31929","(X)","(X)","(X)","(X)","35.0","(X)"
"0600000US2500938400","Marblehead town, Essex County, Massachusetts","8122","221","2.9","1.2","2.1","1.5","4.8","1.4","4.2","1.6","7.7","1.9","12.8","2.8","8.9","1.6","17.4","2.7","9.5","1.9","29.8","3.3","123333","12187","172829","13359","41.8","(X)","(X)","(X)","(X)","(X)","5969","212","1.7","1.2","0.4","0.4","2.1","1.5","2.7","1.4","7.0","2.2","10.9","3.2","7.3","1.7","17.9","3.1","11.4","2.5","38.6","4.1","149990","15765","207125","17478","(X)","(X)","43.5","(X)","(X)","(X)","4934","257","0.9","0.9","0.3","0.4","1.2","0.8","2.1","1.4","7.0","2.5","8.2","2.9","6.4","1.8","17.6","3.2","12.7","3.0","43.7","4.4","173314","17569","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2153","286","6.1","3.1","7.2","5.1","12.0","3.5","10.0","4.5","10.4","3.7","17.0","5.5","12.6","4.6","16.6","5.0","3.3","2.4","4.9","2.6","56083","11958","74729","9618","(X)","(X)","(X)","(X)","36.0","(X)"
"0600000US2500940430","Merrimac town, Essex County, Massachusetts","2710","160","0.4","0.7","3.9","3.5","5.6","2.5","7.2","3.5","10.9","4.7","16.5","5.3","11.5","5.7","15.1","4.9","12.7","5.1","16.1","4.9","84609","20770","111519","9091","29.9","(X)","(X)","(X)","(X)","(X)","1923","130","0.0","1.8","1.0","1.6","0.5","0.7","4.1","2.8","9.6","5.2","17.4","7.0","9.0","5.0","20.9","6.8","15.0","6.9","22.7","7.1","112423","23644","135362","12531","(X)","(X)","34.0","(X)","(X)","(X)","1714","172","0.0","2.0","0.0","2.0","0.5","0.8","4.0","3.0","7.9","4.9","15.6","7.3","8.6","4.4","21.1","7.4","16.8","7.8","25.4","7.8","129333","25833","N","N","(X)","(X)","(X)","(X)","(X)","(X)","787","184","1.5","2.5","10.9","11.4","18.3","8.5","14.7","10.7","14.2","9.8","14.5","7.4","17.5","15.4","1.1","2.0","7.1","6.7","0.0","4.3","36479","10942","53118","12543","(X)","(X)","(X)","(X)","19.9","(X)"
"0600000US2500940710","Methuen Town city, Essex County, Massachusetts","17907","423","3.8","1.1","4.0","1.0","7.9","1.2","6.4","1.3","10.4","1.6","16.3","1.7","12.5","2.0","20.1","1.9","10.4","1.4","8.3","1.3","77484","5423","96043","4254","41.4","(X)","(X)","(X)","(X)","(X)","13070","345","1.9","0.8","2.2","1.1","5.2","1.3","5.3","1.4","10.1","1.8","15.8","2.3","14.2","2.2","23.2","2.6","12.0","1.7","10.1","1.5","90201","6333","106553","4283","(X)","(X)","44.5","(X)","(X)","(X)","9123","377","0.9","0.5","1.9","1.3","3.6","1.3","2.8","1.1","8.0","2.0","12.8","2.2","14.5","2.7","27.9","3.2","14.2","2.0","13.4","2.1","107769","6979","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4837","414","9.7","3.5","8.8","3.0","15.7","3.2","10.9","2.9","10.8","2.9","19.4","3.5","10.4","3.5","8.6","2.7","3.0","1.8","2.7","1.5","42207","7259","57617","6849","(X)","(X)","(X)","(X)","31.7","(X)"
"0600000US2500941095","Middleton town, Essex County, Massachusetts","2999","206","1.1","1.3","1.2","1.4","5.6","2.8","1.5","1.4","4.4","2.2","10.4","3.8","17.0","4.9","18.4","6.0","14.4","4.4","25.9","5.9","125204","12164","166633","15868","33.3","(X)","(X)","(X)","(X)","(X)","2216","163","0.5","0.9","0.9","1.4","1.5","1.5","0.9","1.4","3.6","2.3","7.8","4.2","16.6","5.8","21.4","7.7","17.1","5.8","29.6","6.7","143457","23897","185918","21105","(X)","(X)","33.3","(X)","(X)","(X)","1980","185","0.6","1.0","1.0","1.6","1.3","1.6","1.0","1.5","3.4","2.4","8.1","4.5","13.9","5.2","20.7","7.1","18.4","6.2","31.5","7.2","149659","24542","N","N","(X)","(X)","(X)","(X)","(X)","(X)","783","209","2.6","4.3","2.2","3.6","17.2","9.0","3.2","3.6","8.3","7.2","17.6","9.3","18.4","8.2","9.7","6.8","6.9","6.7","13.9","14.0","68750","24522","105705","36433","(X)","(X)","(X)","(X)","33.2","(X)"
"0600000US2500943580","Nahant town, Essex County, Massachusetts","1602","121","1.7","1.9","1.8","1.7","6.9","4.1","4.4","2.9","13.9","5.9","12.5","4.5","9.9","3.6","18.2","5.2","13.0","5.4","17.8","5.7","97778","16778","138334","21992","42.0","(X)","(X)","(X)","(X)","(X)","952","72","0.9","1.6","0.9","1.5","0.0","3.6","3.7","3.5","11.9","6.5","10.6","4.7","8.0","4.3","21.6","7.4","16.7","8.1","25.6","9.5","136548","8409","181211","35107","(X)","(X)","48.1","(X)","(X)","(X)","780","87","0.0","4.4","0.0","4.4","0.0","4.4","0.0","4.4","8.8","5.4","9.1","4.4","8.6","5.2","22.7","8.2","19.5","9.5","31.3","10.6","151667","40426","N","N","(X)","(X)","(X)","(X)","(X)","(X)","650","150","2.8","3.2","3.1","3.5","16.9","9.8","9.8","7.0","16.8","10.0","13.8","7.1","12.6","5.3","11.4","6.4","7.4","5.0","5.4","4.1","52833","18084","71204","10791","(X)","(X)","(X)","(X)","33.1","(X)"
"0600000US2500945175","Newbury town, Essex County, Massachusetts","2577","200","3.5","3.2","2.6","1.9","5.0","2.5","4.5","3.2","3.9","2.2","17.0","5.5","12.7","4.9","15.9","4.1","10.3","4.2","24.7","6.2","101875","19532","154439","23541","37.0","(X)","(X)","(X)","(X)","(X)","1886","157","3.2","3.9","1.3","1.6","3.0","2.3","1.5","1.8","1.5","1.7","13.7","5.8","17.1","7.2","19.5","5.4","9.4","4.8","29.7","7.5","117679","17615","173620","28004","(X)","(X)","32.7","(X)","(X)","(X)","1489","181","1.0","1.6","1.7","2.0","1.9","2.0","0.9","1.5","0.9","1.5","14.4","6.4","12.6","5.9","22.9","6.1","10.8","5.8","33.0","9.1","129871","22129","N","N","(X)","(X)","(X)","(X)","(X)","(X)","691","198","10.9","11.3","5.9","5.6","10.4","6.8","12.4","10.1","12.7","7.7","17.4","13.9","10.7","8.6","4.2","5.0","4.5","5.1","10.9","10.3","43578","19749","88851","42210","(X)","(X)","(X)","(X)","29.7","(X)"
"0600000US2500945245","Newburyport city, Essex County, Massachusetts","7836","319","1.7","0.9","3.4","1.3","7.0","2.3","5.6","1.7","5.3","1.8","11.7","2.6","11.0","2.7","18.0","3.6","14.8","2.9","21.6","3.1","109839","11815","145502","10795","31.1","(X)","(X)","(X)","(X)","(X)","4880","220","0.3","0.5","1.0","1.2","5.4","3.2","4.8","2.6","2.3","1.4","9.5","2.7","9.0","3.0","21.3","4.5","17.4","3.8","29.0","4.6","141250","13131","174708","15085","(X)","(X)","32.3","(X)","(X)","(X)","4071","241","0.4","0.6","0.0","0.9","3.0","2.5","4.3","2.5","2.3","1.6","7.4","2.5","9.4","3.3","20.4","4.5","19.1","4.4","33.8","5.1","158511","8507","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2956","379","4.1","2.2","7.2","2.8","9.7","3.6","9.0","3.8","9.3","3.7","17.1","5.0","14.7","4.2","10.2","4.2","11.0","4.6","7.7","3.0","63428","9609","93312","17135","(X)","(X)","(X)","(X)","26.7","(X)"
"0600000US2500946365","North Andover town, Essex County, Massachusetts","11112","271","2.9","1.2","3.3","1.4","6.7","2.0","5.3","1.8","5.4","1.4","10.6","2.1","12.3","2.2","17.7","2.4","12.4","1.8","23.4","2.4","108070","6477","149342","8380","33.6","(X)","(X)","(X)","(X)","(X)","7906","248","2.3","1.7","0.5","0.4","2.7","1.3","3.7","2.0","3.1","1.3","10.0","2.4","11.1","2.3","21.1","2.9","15.6","2.4","29.9","2.9","139191","9510","180374","11435","(X)","(X)","31.6","(X)","(X)","(X)","6323","289","0.1","0.2","0.4","0.4","1.5","1.1","2.2","1.5","2.5","1.1","8.1","2.4","10.1","2.6","20.2","3.0","18.5","2.8","36.5","3.7","164804","7638","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3206","327","7.9","3.8","10.1","4.6","14.2","5.2","9.7","4.4","10.5","4.2","12.7","4.5","15.9","4.6","10.4","3.2","2.9","1.7","5.6","3.6","44955","10780","67699","10786","(X)","(X)","(X)","(X)","35.1","(X)"
"0600000US2500952490","Peabody city, Essex County, Massachusetts","21713","512","4.8","1.2","3.6","1.1","7.4","1.5","8.1","1.2","9.6","1.6","17.2","2.2","14.4","1.9","17.4","1.7","8.3","1.2","9.2","1.3","73217","4503","94587","3634","37.9","(X)","(X)","(X)","(X)","(X)","13510","451","2.4","1.0","1.9","1.2","4.3","1.5","5.9","1.5","6.5","1.5","16.5","2.2","14.8","2.1","22.8","2.3","11.5","1.8","13.3","1.9","96239","4872","115280","5212","(X)","(X)","36.8","(X)","(X)","(X)","10086","504","0.3","0.3","1.3","1.1","2.0","0.9","3.1","1.3","4.7","1.4","15.3","2.8","15.7","2.3","25.3","2.5","15.1","2.3","17.1","2.5","110353","8434","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8203","628","9.9","2.8","6.3","1.7","13.8","3.4","11.2","2.1","15.1","3.5","20.1","3.5","12.2","3.1","7.6","2.0","2.5","1.0","1.3","0.9","43219","5509","55239","4587","(X)","(X)","(X)","(X)","38.1","(X)"
"0600000US2500957880","Rockport town, Essex County, Massachusetts","3324","165","4.6","2.1","2.9","1.3","7.7","2.7","6.1","2.4","10.0","2.8","13.5","3.4","16.5","3.7","15.6","3.1","11.1","3.5","12.0","2.5","85208","10026","109004","8714","45.3","(X)","(X)","(X)","(X)","(X)","2043","130","3.5","3.1","0.8","0.9","2.6","2.2","4.0","2.8","6.9","2.7","11.0","3.7","17.4","4.9","22.4","4.7","15.1","5.2","16.3","3.9","107917","13816","137113","12389","(X)","(X)","43.2","(X)","(X)","(X)","1709","147","0.9","1.3","0.0","2.0","1.6","1.5","2.3","2.7","5.5","2.4","11.4","4.0","18.8","5.7","23.9","5.5","16.4","6.0","19.1","4.5","119044","9729","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1281","214","9.0","4.8","6.4","3.1","15.8","6.2","9.4","4.4","15.0","6.5","16.8","6.6","13.4","6.2","5.9","3.1","4.3","3.5","4.1","2.6","42309","11577","61040","9459","(X)","(X)","(X)","(X)","44.2","(X)"
"0600000US2500958405","Rowley town, Essex County, Massachusetts","2210","106","2.9","3.1","1.6","1.8","4.1","2.5","1.5","1.7","9.8","4.4","12.1","4.7","14.3","5.6","14.8","5.1","15.6","6.0","23.2","6.3","115909","23934","153368","31848","41.4","(X)","(X)","(X)","(X)","(X)","1759","117","2.9","3.8","0.0","2.0","1.9","2.2","2.0","2.1","7.0","3.9","11.9","5.3","12.8","6.0","15.7","5.8","18.2","6.4","27.6","8.2","134899","24592","173353","41013","(X)","(X)","45.0","(X)","(X)","(X)","1387","171","3.7","4.9","0.0","2.5","0.0","2.5","1.2","1.9","6.9","4.4","10.2","4.8","16.2","7.3","14.6","5.5","19.4","7.0","27.8","9.5","134617","32727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","451","116","3.1","5.0","8.0","9.2","12.6","9.7","4.0","5.9","20.6","14.5","12.9","11.6","16.2","14.6","11.3","12.2","11.3","12.5","0.0","7.5","50987","34311","68683","19684","(X)","(X)","(X)","(X)","27.5","(X)"
"0600000US2500959105","Salem city, Essex County, Massachusetts","18437","603","6.0","1.4","6.2","1.3","8.2","1.4","9.1","1.9","7.3","1.3","17.4","2.0","13.2","1.9","17.7","2.0","7.8","1.4","7.2","1.2","68808","2601","87095","4093","41.9","(X)","(X)","(X)","(X)","(X)","9945","384","3.6","1.4","2.4","1.0","6.0","1.8","8.5","2.8","6.7","2.2","16.5","2.6","13.9","3.1","21.8","3.3","10.5","2.0","10.1","2.0","86584","6987","102200","4863","(X)","(X)","44.5","(X)","(X)","(X)","6801","413","0.4","0.4","1.7","0.9","1.6","0.9","4.7","2.4","6.3","2.7","15.6","3.3","14.1","3.7","26.9","4.3","14.7","3.0","14.0","2.9","107908","4932","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8492","705","9.1","2.2","10.7","2.5","11.1","2.0","9.9","2.8","9.2","1.9","18.8","2.9","11.2","2.6","12.7","2.5","4.0","1.4","3.4","1.1","50087","7583","66241","5788","(X)","(X)","(X)","(X)","38.0","(X)"
"0600000US2500959245","Salisbury town, Essex County, Massachusetts","3891","216","3.2","2.0","4.2","2.6","8.9","2.8","5.9","1.9","8.9","2.7","14.9","3.6","15.2","3.6","21.9","3.9","8.9","2.7","7.9","2.5","81304","5739","100436","12191","38.8","(X)","(X)","(X)","(X)","(X)","2187","175","2.5","2.0","1.1","1.2","1.6","1.5","3.2","2.0","7.4","3.2","16.5","5.3","17.7","4.8","27.7","5.4","12.4","4.2","10.0","3.5","100101","6196","115331","9941","(X)","(X)","42.9","(X)","(X)","(X)","1734","186","1.6","1.8","0.0","2.0","0.9","1.4","2.1","1.9","6.6","3.7","12.6","4.9","16.4","4.8","32.7","6.6","15.7","5.1","11.3","4.0","110645","6530","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1704","253","5.0","4.3","8.2","5.5","18.1","5.6","9.2","3.5","11.6","5.1","15.7","5.7","11.4","4.9","13.2","5.1","2.2","1.5","5.3","3.6","45750","12719","77248","24197","(X)","(X)","(X)","(X)","32.0","(X)"
"0600000US2500960015","Saugus town, Essex County, Massachusetts","10424","362","3.0","1.3","4.9","1.8","6.7","2.2","5.8","1.6","8.9","2.3","12.0","2.5","15.4","3.2","21.3","2.9","12.6","2.6","9.4","2.3","88667","4806","103270","5633","43.2","(X)","(X)","(X)","(X)","(X)","7425","298","2.5","1.2","2.0","1.7","3.6","2.3","3.7","1.4","7.9","2.9","13.1","3.0","16.9","4.4","24.5","3.7","14.2","3.3","11.5","3.1","100524","8164","117057","7293","(X)","(X)","43.6","(X)","(X)","(X)","5587","371","0.7","0.7","0.9","1.0","3.0","2.4","3.5","1.5","5.7","2.6","12.1","3.1","15.0","5.5","27.0","4.4","17.8","4.2","14.3","3.9","115595","7884","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2999","418","6.3","4.2","12.3","5.0","14.7","4.6","10.9","4.3","12.8","4.5","10.0","3.2","11.8","4.2","11.4","3.5","7.0","3.5","2.7","2.2","40713","5066","61706","8462","(X)","(X)","(X)","(X)","38.9","(X)"
"0600000US2500968645","Swampscott town, Essex County, Massachusetts","5780","224","2.3","1.3","1.5","1.1","6.5","2.5","4.5","1.8","4.3","1.5","11.9","2.9","13.0","2.8","19.2","3.6","16.9","3.4","19.8","3.0","113407","7311","144767","9515","40.2","(X)","(X)","(X)","(X)","(X)","3920","196","0.6","1.0","0.3","0.5","2.3","1.3","1.4","1.1","3.5","1.7","12.8","4.0","10.1","3.0","21.2","4.9","21.6","4.7","26.3","4.3","146886","7897","175567","13096","(X)","(X)","38.8","(X)","(X)","(X)","3239","252","0.8","1.2","0.4","0.6","1.6","1.4","1.4","1.3","3.4","1.8","11.5","4.3","7.2","2.7","22.3","5.8","24.0","5.2","27.5","4.5","152643","7509","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1860","214","5.9","3.4","4.0","3.8","15.3","7.1","11.0","5.1","6.0","3.4","12.0","5.4","22.1","7.2","13.0","5.1","5.1","3.1","5.4","3.6","63977","15412","75450","10210","(X)","(X)","(X)","(X)","43.2","(X)"
"0600000US2500970150","Topsfield town, Essex County, Massachusetts","2206","134","0.7","1.1","2.9","2.1","7.7","4.1","2.4","1.9","5.9","3.9","11.7","5.0","4.4","2.5","19.9","7.6","16.7","5.0","27.7","5.3","136863","8096","155142","13695","37.3","(X)","(X)","(X)","(X)","(X)","1830","105","0.0","1.9","0.0","1.9","5.4","5.1","2.2","1.8","4.4","3.7","10.1","5.3","5.2","3.0","20.7","8.5","20.2","6.3","31.8","6.1","162733","33840","172276","16148","(X)","(X)","39.1","(X)","(X)","(X)","1624","155","0.0","2.1","0.0","2.1","1.6","1.8","0.8","1.3","4.1","4.0","10.4","5.7","5.9","3.4","21.2","9.2","22.0","7.1","33.9","6.6","170667","16288","N","N","(X)","(X)","(X)","(X)","(X)","(X)","376","126","4.0","6.5","16.8","10.7","18.9","11.4","3.7","6.0","13.3","12.4","19.4","13.5","0.0","8.9","16.2","11.7","0.0","8.9","7.7","8.4","36786","19156","66614","26502","(X)","(X)","(X)","(X)","23.7","(X)"
"0600000US2500974595","Wenham town, Essex County, Massachusetts","1418","92","2.6","2.0","1.7","1.5","4.1","2.3","5.8","2.1","7.1","3.1","8.5","4.4","10.7","4.3","14.7","4.4","15.3","5.5","29.5","6.1","128056","34826","186444","30228","41.6","(X)","(X)","(X)","(X)","(X)","1065","75","0.4","0.8","0.0","3.2","0.0","3.2","3.3","2.4","5.4","3.7","7.6","4.9","10.5","4.8","19.0","5.5","19.3","7.6","34.5","7.4","157305","13351","215974","36838","(X)","(X)","40.8","(X)","(X)","(X)","929","86","0.4","1.0","0.0","3.7","0.0","3.7","2.7","2.4","4.2","3.4","6.1","4.9","9.4","4.9","19.2","6.6","18.5","7.4","39.5","8.2","166406","20799","N","N","(X)","(X)","(X)","(X)","(X)","(X)","353","87","10.5","7.5","5.7","6.0","16.4","9.4","13.3","7.5","15.9","10.0","11.3","8.8","9.9","7.2","2.5","3.9","0.0","9.4","14.4","9.1","36295","5403","88011","50920","(X)","(X)","(X)","(X)","44.2","(X)"
"0600000US2500977150","West Newbury town, Essex County, Massachusetts","1678","99","0.6","1.0","1.3","1.4","2.1","1.8","2.8","2.0","8.1","4.7","6.7","2.8","11.0","3.7","17.5","5.7","13.2","4.7","36.6","6.7","149167","32914","172456","19723","45.3","(X)","(X)","(X)","(X)","(X)","1374","83","0.7","1.2","0.7","1.1","0.8","1.3","0.6","1.0","4.9","2.8","10.5","5.1","9.0","3.5","14.0","4.4","15.4","5.8","43.2","7.0","180250","22179","191734","21646","(X)","(X)","41.5","(X)","(X)","(X)","1234","88","0.8","1.3","0.8","1.2","0.0","2.8","0.6","1.1","4.6","2.8","6.9","3.5","7.6","3.5","14.8","5.0","16.5","6.1","47.3","7.7","191250","20506","N","N","(X)","(X)","(X)","(X)","(X)","(X)","304","102","0.0","10.9","3.6","5.6","11.8","9.7","12.8","9.5","22.4","20.7","6.3","8.0","20.4","12.8","16.1","12.1","3.3","5.1","3.3","5.1","-","**","73224","18299","(X)","(X)","(X)","(X)","46.1","(X)"
"0600000US2501102095","Ashfield town, Franklin County, Massachusetts","660","62","1.7","1.5","3.2","1.8","5.2","3.4","6.4","3.0","16.4","5.4","21.7","6.0","15.9","5.6","12.3","3.8","6.2","2.6","11.2","4.6","70978","6597","99807","13372","30.2","(X)","(X)","(X)","(X)","(X)","399","47","1.0","1.7","3.8","3.4","0.0","8.4","1.5","1.6","11.0","5.8","23.1","7.5","16.8","7.5","16.5","5.1","8.5","3.7","17.8","7.3","89107","11295","126561","20844","(X)","(X)","29.8","(X)","(X)","(X)","331","44","0.0","10.0","0.0","10.0","0.0","10.0","0.9","1.3","12.1","6.4","23.9","8.6","18.4","8.7","18.7","6.1","8.5","4.0","17.5","8.4","92361","14120","N","N","(X)","(X)","(X)","(X)","(X)","(X)","261","57","2.7","2.6","4.6","3.0","13.0","8.1","13.8","7.4","22.2","9.3","21.8","9.6","12.3","8.1","5.7","3.6","2.7","3.0","1.1","1.9","46518","6444","56287","8136","(X)","(X)","(X)","(X)","29.5","(X)"
"0600000US2501105560","Bernardston town, Franklin County, Massachusetts","891","60","3.1","1.8","3.5","3.1","9.8","4.7","11.4","4.3","15.9","5.5","19.3","6.0","8.5","3.0","12.0","3.8","9.8","3.7","6.6","3.0","61607","7799","80863","7302","34.1","(X)","(X)","(X)","(X)","(X)","562","55","3.0","2.4","0.9","1.3","6.4","5.2","6.2","3.5","11.7","6.5","22.6","8.7","9.8","4.2","18.3","5.6","12.5","5.3","8.5","4.4","72500","21124","96183","10062","(X)","(X)","34.9","(X)","(X)","(X)","450","61","2.4","2.4","1.1","1.6","3.1","4.8","4.2","3.2","8.2","6.0","22.2","10.4","10.9","5.1","21.6","6.6","15.6","6.3","10.7","5.5","95833","23032","N","N","(X)","(X)","(X)","(X)","(X)","(X)","329","58","3.3","2.2","7.9","8.0","17.0","8.8","22.2","10.1","21.3","9.2","13.7","6.2","4.9","3.8","3.0","3.3","3.3","3.5","3.3","3.4","34750","8916","52865","11824","(X)","(X)","(X)","(X)","32.8","(X)"
"0600000US2501109595","Buckland town, Franklin County, Massachusetts","876","86","11.1","7.4","1.9","1.8","8.0","4.9","9.4","5.2","11.4","4.1","19.5","6.0","17.2","5.0","14.2","4.2","4.0","3.0","3.3","2.3","57292","8102","67126","8104","27.5","(X)","(X)","(X)","(X)","(X)","492","64","6.7","6.1","0.0","6.9","7.3","6.1","2.2","2.3","12.6","5.7","22.8","6.4","23.0","5.6","16.9","5.8","2.6","2.4","5.9","4.1","72500","11516","80371","10494","(X)","(X)","29.5","(X)","(X)","(X)","355","49","0.0","9.4","0.0","9.4","3.4","3.6","1.7","2.3","13.5","6.6","23.7","7.8","27.6","6.6","18.3","6.5","3.7","3.4","8.2","5.5","85446","6498","N","N","(X)","(X)","(X)","(X)","(X)","(X)","384","88","19.8","15.0","4.4","4.5","10.7","8.3","18.5","10.9","12.0","6.7","12.2","8.8","10.9","7.7","5.7","4.4","5.7","5.7","0.0","8.7","33088","8200","44703","11115","(X)","(X)","(X)","(X)","23.2","(X)"
"0600000US2501112505","Charlemont town, Franklin County, Massachusetts","442","52","5.0","3.9","2.9","2.4","9.3","4.2","9.0","5.0","16.3","5.1","16.5","5.3","19.5","6.0","17.9","4.9","2.7","2.2","0.9","1.2","62794","15869","67862","6140","33.5","(X)","(X)","(X)","(X)","(X)","308","42","1.6","2.0","1.9","2.2","7.5","5.1","7.8","5.7","17.2","6.2","16.9","6.3","23.1","6.7","20.1","5.9","3.9","3.2","0.0","10.7","67000","20656","72157","6320","(X)","(X)","35.1","(X)","(X)","(X)","203","29","0.0","15.8","0.0","15.8","9.9","6.2","3.0","2.7","12.3","6.3","15.8","6.1","24.1","7.8","29.1","8.1","5.9","4.7","0.0","15.8","87321","9434","N","N","(X)","(X)","(X)","(X)","(X)","(X)","134","35","12.7","10.9","8.2","6.9","13.4","6.8","14.2","12.3","9.0","6.5","15.7","9.2","13.4","11.7","13.4","8.1","0.0","22.7","0.0","22.7","36667","9759","48754","9024","(X)","(X)","(X)","(X)","29.9","(X)"
